latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
13.48249,106.12196,350.5,0.42,0.46,2021-03-09,06:30,N,nominal,1.0NRT,307.6,10.4,D
13.74348,108.15072,332.1,0.58,0.52,2021-03-09,06:30,N,low,1.0NRT,306.8,5.8,D
13.37579,105.28209,336.7,0.56,0.43,2021-03-09,06:30,N,nominal,1.0NRT,306.3,8.6,D
13.32979,104.93985,338.7,0.54,0.42,2021-03-09,06:30,N,nominal,1.0NRT,299.3,3.7,D
13.31973,104.86544,338.6,0.53,0.42,2021-03-09,06:30,N,nominal,1.0NRT,302.6,10.9,D
13.31905,104.86045,331.8,0.53,0.42,2021-03-09,06:30,N,nominal,1.0NRT,298.3,5.7,D
13.76575,108.2923,338,0.59,0.53,2021-03-09,06:30,N,nominal,1.0NRT,301.2,5.9,D
13.44693,105.78631,345.2,0.4,0.45,2021-03-09,06:30,N,nominal,1.0NRT,304,6.2,D
13.34044,104.98935,341.1,0.54,0.42,2021-03-09,06:30,N,nominal,1.0NRT,304.1,10.6,D
13.30767,104.74763,340.6,0.52,0.42,2021-03-09,06:30,N,nominal,1.0NRT,302.2,5.3,D
13.57617,106.74438,344.9,0.47,0.47,2021-03-09,06:30,N,nominal,1.0NRT,309.9,9.5,D
13.46707,105.90712,343.7,0.41,0.45,2021-03-09,06:30,N,nominal,1.0NRT,304.3,5.2,D
13.55025,106.50968,347.2,0.45,0.47,2021-03-09,06:30,N,nominal,1.0NRT,303.8,14.1,D
13.56715,106.60586,345.2,0.46,0.47,2021-03-09,06:30,N,nominal,1.0NRT,311.6,21.2,D
13.46628,105.83753,339.7,0.41,0.45,2021-03-09,06:30,N,nominal,1.0NRT,303.8,6.4,D
13.57204,106.60949,336.8,0.46,0.47,2021-03-09,06:30,N,low,1.0NRT,307.8,21.2,D
13.57149,106.60525,337.9,0.46,0.47,2021-03-09,06:30,N,low,1.0NRT,308.1,21.2,D
13.62445,106.94431,344.7,0.48,0.48,2021-03-09,06:30,N,nominal,1.0NRT,305.3,5,D
13.57137,106.53672,344.6,0.45,0.47,2021-03-09,06:30,N,nominal,1.0NRT,308,9.2,D
13.30558,104.56194,334.1,0.51,0.41,2021-03-09,06:30,N,nominal,1.0NRT,297.6,2.9,D
13.80682,108.3429,331.9,0.6,0.53,2021-03-09,06:30,N,low,1.0NRT,304.1,7.5,D
13.78692,108.18348,330.7,0.58,0.52,2021-03-09,06:30,N,low,1.0NRT,305.5,4.7,D
13.45625,105.63768,345.3,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,302.5,6.1,D
13.47377,105.737,367,0.4,0.44,2021-03-09,06:30,N,high,1.0NRT,306.1,18,D
13.79654,108.22084,343.1,0.59,0.53,2021-03-09,06:30,N,nominal,1.0NRT,307.3,6.7,D
13.79445,108.20416,330.1,0.59,0.53,2021-03-09,06:30,N,low,1.0NRT,305.1,3.1,D
13.47326,105.73322,338.4,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,298.6,3.6,D
13.52352,106.07671,337.3,0.42,0.45,2021-03-09,06:30,N,low,1.0NRT,307.6,3.5,D
13.57983,106.46758,352.2,0.45,0.47,2021-03-09,06:30,N,nominal,1.0NRT,309.6,12.2,D
13.53086,106.09972,336.3,0.42,0.45,2021-03-09,06:30,N,low,1.0NRT,306.7,4.4,D
13.52771,106.07617,335.5,0.42,0.45,2021-03-09,06:30,N,low,1.0NRT,305.6,3.5,D
13.58413,106.46701,367,0.45,0.47,2021-03-09,06:30,N,high,1.0NRT,307.7,16.2,D
13.50234,105.85581,349.3,0.41,0.45,2021-03-09,06:30,N,nominal,1.0NRT,303.9,7.3,D
13.48303,105.71293,336.9,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,302.6,3.4,D
13.47103,105.62439,335.5,0.39,0.44,2021-03-09,06:30,N,nominal,1.0NRT,300,4.5,D
13.48814,105.71987,339.5,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,305.5,7.4,D
13.48763,105.71613,342.2,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,303.2,3.4,D
13.48712,105.71238,336.1,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,302.4,3.4,D
13.44804,105.39546,337,0.57,0.43,2021-03-09,06:30,N,nominal,1.0NRT,304.3,7.8,D
13.45204,105.39491,346.5,0.57,0.43,2021-03-09,06:30,N,nominal,1.0NRT,303.5,7.8,D
13.78508,108.1814,332.6,0.58,0.52,2021-03-09,06:30,N,low,1.0NRT,304.2,4.3,D
13.53147,106.09965,337.7,0.42,0.45,2021-03-09,06:30,N,nominal,1.0NRT,306.9,2.4,D
13.50053,105.85577,352.5,0.41,0.45,2021-03-09,06:30,N,nominal,1.0NRT,303.6,6.1,D
13.47088,105.6239,335.1,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,300.1,4.3,D
13.80669,108.32352,332.6,0.6,0.53,2021-03-09,06:30,N,nominal,1.0NRT,304.4,6.5,D
13.79502,108.22398,341.9,0.59,0.53,2021-03-09,06:30,N,nominal,1.0NRT,305.6,7.3,D
13.58206,106.46773,354.3,0.45,0.47,2021-03-09,06:30,N,nominal,1.0NRT,309.1,21.8,D
13.48634,105.71204,349.8,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,303.2,5.6,D
13.45004,105.39896,367,0.38,0.43,2021-03-09,06:30,N,high,1.0NRT,304.5,7.7,D
13.4914,105.71901,345.6,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,304.1,5.7,D
13.49092,105.71524,350.7,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,304.8,11.4,D
13.44958,105.39541,348.6,0.38,0.43,2021-03-09,06:30,N,nominal,1.0NRT,306.2,5.5,D
13.49549,105.71844,342,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,305.2,5.7,D
13.45405,105.39841,334.2,0.38,0.43,2021-03-09,06:30,N,nominal,1.0NRT,302.3,7.7,D
13.45358,105.39485,332.5,0.38,0.43,2021-03-09,06:30,N,nominal,1.0NRT,302.1,5.5,D
13.42043,105.14128,337.1,0.55,0.43,2021-03-09,06:30,N,nominal,1.0NRT,303.1,3.8,D
13.38318,104.85884,346.5,0.53,0.42,2021-03-09,06:30,N,nominal,1.0NRT,301.8,9,D
13.5254,105.91853,343.8,0.41,0.45,2021-03-09,06:30,N,nominal,1.0NRT,307.9,8.2,D
13.5249,105.91463,343,0.41,0.45,2021-03-09,06:30,N,nominal,1.0NRT,306.5,8.2,D
13.48811,105.6291,340.7,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,305,4.6,D
13.49504,105.6506,344.2,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,305.5,7.4,D
13.49362,105.63962,335.9,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,302,5.9,D
13.45987,105.38055,337.8,0.57,0.43,2021-03-09,06:30,N,nominal,1.0NRT,305.3,6.1,D
13.49959,105.65367,335.6,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,302.1,4.1,D
13.55634,106.0604,367,0.42,0.45,2021-03-09,06:30,N,high,1.0NRT,307.4,13.3,D
13.39999,104.86659,335.5,0.53,0.42,2021-03-09,06:30,N,nominal,1.0NRT,298.7,9.2,D
13.85053,108.3989,343.3,0.6,0.53,2021-03-09,06:30,N,nominal,1.0NRT,305.4,20,D
13.84905,108.38654,353.7,0.6,0.53,2021-03-09,06:30,N,nominal,1.0NRT,300.7,13,D
13.53704,105.87794,343.5,0.41,0.45,2021-03-09,06:30,N,nominal,1.0NRT,306.3,8.9,D
13.38418,104.71908,337.4,0.52,0.42,2021-03-09,06:30,N,nominal,1.0NRT,301.3,7.6,D
13.83133,108.19705,332.9,0.59,0.53,2021-03-09,06:30,N,low,1.0NRT,303.2,2.6,D
13.51038,105.64102,344.7,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,306,6.6,D
13.61763,106.43755,342.2,0.45,0.47,2021-03-09,06:30,N,nominal,1.0NRT,303.4,20.8,D
13.58731,106.20119,338.9,0.43,0.46,2021-03-09,06:30,N,low,1.0NRT,309.2,6,D
13.58679,106.1972,336.8,0.43,0.46,2021-03-09,06:30,N,low,1.0NRT,308,3.9,D
13.56083,105.99624,354.1,0.42,0.45,2021-03-09,06:30,N,nominal,1.0NRT,308.4,9,D
13.54532,105.87679,346.2,0.41,0.45,2021-03-09,06:30,N,nominal,1.0NRT,307.3,4.2,D
13.54482,105.87296,337,0.41,0.45,2021-03-09,06:30,N,nominal,1.0NRT,306.1,4.2,D
13.54432,105.86913,340.2,0.41,0.45,2021-03-09,06:30,N,nominal,1.0NRT,307.3,3.4,D
13.54945,105.87621,338.4,0.41,0.45,2021-03-09,06:30,N,low,1.0NRT,308.5,4.2,D
13.54896,105.87241,338.4,0.41,0.45,2021-03-09,06:30,N,nominal,1.0NRT,307.9,4.2,D
13.54846,105.86858,337.8,0.41,0.45,2021-03-09,06:30,N,nominal,1.0NRT,307.1,3.4,D
13.4979,105.4832,351.7,0.39,0.44,2021-03-09,06:30,N,nominal,1.0NRT,304.6,32.4,D
13.47271,105.29282,335.6,0.57,0.43,2021-03-09,06:30,N,nominal,1.0NRT,305.1,5.6,D
13.50383,105.49696,367,0.39,0.44,2021-03-09,06:30,N,high,1.0NRT,305.7,15.4,D
13.749,107.40696,341.9,0.52,0.5,2021-03-09,06:30,N,nominal,1.0NRT,306.3,6.4,D
13.74841,107.40222,336.8,0.52,0.5,2021-03-09,06:30,N,low,1.0NRT,308.1,6.4,D
13.5043,105.50052,341.6,0.39,0.44,2021-03-09,06:30,N,nominal,1.0NRT,302.8,9.1,D
13.50193,105.48265,340.8,0.39,0.44,2021-03-09,06:30,N,nominal,1.0NRT,301.3,4.9,D
13.60468,106.23558,341.5,0.43,0.46,2021-03-09,06:30,N,nominal,1.0NRT,308.2,8.6,D
13.53744,105.72047,340.1,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,302,3.6,D
13.5296,105.66097,348,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,303,4,D
13.52571,105.63141,338.6,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,308.3,4.3,D
13.50834,105.49999,344.1,0.39,0.44,2021-03-09,06:30,N,nominal,1.0NRT,302.5,9.1,D
13.50786,105.49643,346.4,0.39,0.44,2021-03-09,06:30,N,nominal,1.0NRT,301.5,15.4,D
13.42592,104.88321,331.9,0.54,0.42,2021-03-09,06:30,N,nominal,1.0NRT,298.5,3.5,D
13.76729,107.47837,346.6,0.52,0.5,2021-03-09,06:30,N,nominal,1.0NRT,305.1,5,D
13.67633,106.75843,335.8,0.47,0.48,2021-03-09,06:30,N,low,1.0NRT,307.1,4.4,D
13.66693,106.68493,342,0.46,0.47,2021-03-09,06:30,N,nominal,1.0NRT,306,9.1,D
13.53075,105.6382,336.3,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,303.8,3.7,D
13.50424,105.4382,345.3,0.39,0.44,2021-03-09,06:30,N,nominal,1.0NRT,306.9,49.3,D
13.77193,107.47792,336.4,0.52,0.5,2021-03-09,06:30,N,nominal,1.0NRT,303.3,5,D
13.76892,107.45386,332.7,0.52,0.5,2021-03-09,06:30,N,low,1.0NRT,305.5,4.4,D
13.68073,106.75788,344.7,0.47,0.48,2021-03-09,06:30,N,nominal,1.0NRT,306.6,4.4,D
13.68017,106.75347,344.3,0.47,0.48,2021-03-09,06:30,N,nominal,1.0NRT,304.6,3.4,D
13.60898,106.20229,337.5,0.43,0.46,2021-03-09,06:30,N,low,1.0NRT,307.8,5.1,D
13.59912,106.12672,335.4,0.43,0.46,2021-03-09,06:30,N,low,1.0NRT,308.9,4,D
13.5358,105.64507,344.8,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,305.6,4.2,D
13.46634,105.12434,338.9,0.55,0.43,2021-03-09,06:30,N,nominal,1.0NRT,308.1,9,D
13.89907,105.8008,342.1,0.41,0.45,2021-03-09,06:30,N,nominal,1.0NRT,299,2.9,D
13.49648,102.88,341,0.43,0.38,2021-03-09,06:30,N,nominal,1.0NRT,303.5,2.4,D
14.05479,106.96178,343.9,0.49,0.48,2021-03-09,06:30,N,nominal,1.0NRT,303,8.6,D
13.6798,104.1545,337.1,0.49,0.4,2021-03-09,06:30,N,nominal,1.0NRT,301.7,41.4,D
14.03779,106.79454,330.2,0.48,0.48,2021-03-09,06:30,N,low,1.0NRT,302.6,3.1,D
14.0509,106.86104,344.8,0.48,0.48,2021-03-09,06:30,N,nominal,1.0NRT,303,12.8,D
13.81378,105.07319,335.5,0.56,0.43,2021-03-09,06:30,N,nominal,1.0NRT,304.6,8,D
13.69108,104.1809,330.6,0.49,0.41,2021-03-09,06:30,N,nominal,1.0NRT,296.6,1.3,D
14.10818,107.23424,341.6,0.51,0.49,2021-03-09,06:30,N,nominal,1.0NRT,303.5,6.3,D
13.77478,104.72996,342.9,0.53,0.42,2021-03-09,06:30,N,nominal,1.0NRT,307,11.7,D
14.11214,107.2289,341.9,0.51,0.49,2021-03-09,06:30,N,nominal,1.0NRT,303.5,2.4,D
13.77865,104.72942,343.9,0.53,0.42,2021-03-09,06:30,N,nominal,1.0NRT,305.8,12,D
14.04383,106.66858,350.4,0.47,0.48,2021-03-09,06:30,N,nominal,1.0NRT,303.3,10.4,D
14.04325,106.66423,337.5,0.47,0.48,2021-03-09,06:30,N,nominal,1.0NRT,300.7,3.4,D
14.01064,106.41658,338.6,0.45,0.47,2021-03-09,06:30,N,nominal,1.0NRT,304.4,8.1,D
13.78229,104.6989,338.3,0.53,0.42,2021-03-09,06:30,N,nominal,1.0NRT,303.4,7.4,D
13.77605,104.72772,343.9,0.53,0.42,2021-03-09,06:30,N,nominal,1.0NRT,306.5,10.8,D
14.05377,106.85837,342.7,0.48,0.48,2021-03-09,06:30,N,nominal,1.0NRT,304.3,17,D
13.78439,104.70152,336.9,0.53,0.42,2021-03-09,06:30,N,nominal,1.0NRT,303.4,4.9,D
14.10832,107.23225,349.1,0.51,0.49,2021-03-09,06:30,N,nominal,1.0NRT,304.8,7.1,D
14.04088,106.67981,330.2,0.47,0.48,2021-03-09,06:30,N,nominal,1.0NRT,300.3,3.1,D
13.84929,105.16689,336.2,0.56,0.43,2021-03-09,06:30,N,nominal,1.0NRT,301.6,4.1,D
13.66726,103.79859,330.4,0.47,0.4,2021-03-09,06:30,N,nominal,1.0NRT,297.6,4.3,D
14.1129,107.23166,339.4,0.51,0.49,2021-03-09,06:30,N,nominal,1.0NRT,302.7,7.1,D
14.0442,106.67052,331.1,0.47,0.48,2021-03-09,06:30,N,nominal,1.0NRT,301.3,4.6,D
14.04366,106.66616,354.1,0.47,0.48,2021-03-09,06:30,N,nominal,1.0NRT,302.5,11,D
14.03507,106.59681,331.2,0.46,0.47,2021-03-09,06:30,N,nominal,1.0NRT,300.8,1.7,D
14.0123,106.41372,343.8,0.45,0.47,2021-03-09,06:30,N,nominal,1.0NRT,305.6,8.1,D
13.82833,104.97553,346.8,0.55,0.43,2021-03-09,06:30,N,nominal,1.0NRT,305.9,7.9,D
14.04806,106.6656,356.7,0.47,0.48,2021-03-09,06:30,N,nominal,1.0NRT,306.1,13.8,D
14.00826,106.34636,337.6,0.45,0.47,2021-03-09,06:30,N,nominal,1.0NRT,302.3,5.2,D
14.00774,106.34221,332.3,0.45,0.47,2021-03-09,06:30,N,nominal,1.0NRT,301.2,1.4,D
13.9953,106.24315,341.7,0.44,0.46,2021-03-09,06:30,N,nominal,1.0NRT,300.7,4.3,D
13.98915,106.19434,342.7,0.44,0.46,2021-03-09,06:30,N,nominal,1.0NRT,302,5,D
13.75305,104.37781,338.3,0.51,0.41,2021-03-09,06:30,N,nominal,1.0NRT,302.1,7.2,D
13.65912,103.68452,338.7,0.47,0.39,2021-03-09,06:30,N,nominal,1.0NRT,300.9,3.6,D
14.12437,107.2496,331.4,0.51,0.49,2021-03-09,06:30,N,low,1.0NRT,301.6,3.1,D
14.05245,106.66502,335.9,0.47,0.48,2021-03-09,06:30,N,nominal,1.0NRT,300.9,13.8,D
14.04975,106.6433,342.5,0.47,0.47,2021-03-09,06:30,N,nominal,1.0NRT,300.4,5.1,D
14.04867,106.6346,356.6,0.47,0.47,2021-03-09,06:30,N,nominal,1.0NRT,302.8,9.8,D
13.99957,106.24259,346.9,0.44,0.46,2021-03-09,06:30,N,nominal,1.0NRT,304.3,4.3,D
13.88969,105.38385,332,0.39,0.44,2021-03-09,06:30,N,nominal,1.0NRT,300.6,1.5,D
13.87427,105.26534,336.3,0.57,0.43,2021-03-09,06:30,N,nominal,1.0NRT,297.2,6.2,D
13.79592,104.66999,345.1,0.53,0.42,2021-03-09,06:30,N,nominal,1.0NRT,303.1,7.1,D
13.58614,103.13055,332,0.44,0.38,2021-03-09,06:30,N,low,1.0NRT,303,3.2,D
13.54389,102.82943,341.2,0.43,0.38,2021-03-09,06:30,N,nominal,1.0NRT,304.3,9.2,D
14.05306,106.63405,338.8,0.47,0.47,2021-03-09,06:30,N,nominal,1.0NRT,301.1,4.6,D
14.02158,106.38276,335.5,0.45,0.47,2021-03-09,06:30,N,nominal,1.0NRT,301.3,2.2,D
14.01738,106.3494,331.3,0.45,0.47,2021-03-09,06:30,N,nominal,1.0NRT,300.5,3.2,D
14.01686,106.34525,341.2,0.45,0.47,2021-03-09,06:30,N,nominal,1.0NRT,300.5,3.2,D
13.9212,105.59534,351.7,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,302.7,7.8,D
13.92073,105.59167,336,0.4,0.44,2021-03-09,06:30,N,nominal,1.0NRT,297.8,7.8,D
13.87827,105.26479,335.8,0.57,0.43,2021-03-09,06:30,N,nominal,1.0NRT,297.1,9.5,D
13.83207,104.91302,343.7,0.54,0.42,2021-03-09,06:30,N,nominal,1.0NRT,303.1,6.7,D
14.00551,106.22099,333.9,0.44,0.46,2021-03-09,06:30,N,nominal,1.0NRT,302.4,4.3,D
13.90435,105.43344,334,0.39,0.44,2021-03-09,06:30,N,nominal,1.0NRT,296.4,1.5,D
13.90387,105.42981,334.4,0.39,0.44,2021-03-09,06:30,N,nominal,1.0NRT,297.3,1.5,D
13.85009,105.01932,344,0.55,0.43,2021-03-09,06:30,N,nominal,1.0NRT,306.2,6.7,D
13.84335,104.96822,335,0.55,0.43,2021-03-09,06:30,N,nominal,1.0NRT,304.8,3.6,D
14.0156,106.23217,340.9,0.44,0.46,2021-03-09,06:30,N,nominal,1.0NRT,300.4,3.3,D
14.06732,106.60572,355.3,0.46,0.47,2021-03-09,06:30,N,nominal,1.0NRT,302.6,25.9,D
14.04042,106.39307,334,0.45,0.47,2021-03-09,06:30,N,nominal,1.0NRT,300.9,2.9,D
14.02564,106.27686,343.9,0.44,0.46,2021-03-09,06:30,N,nominal,1.0NRT,302.8,4,D
14.07718,106.64852,330.9,0.47,0.47,2021-03-09,06:30,N,nominal,1.0NRT,299.3,3.6,D
14.0717,106.60513,353.7,0.46,0.47,2021-03-09,06:30,N,nominal,1.0NRT,301.6,25.9,D
14.04473,106.3925,335.1,0.45,0.47,2021-03-09,06:30,N,nominal,1.0NRT,303.3,2.9,D
13.90634,105.32342,338.9,0.38,0.43,2021-03-09,06:30,N,nominal,1.0NRT,300,3.2,D
14.02006,106.1655,367,0.43,0.46,2021-03-09,06:30,N,high,1.0NRT,302,10.8,D
14.06573,106.52299,341.3,0.46,0.47,2021-03-09,06:30,N,nominal,1.0NRT,302.3,6.5,D
14.06519,106.51871,354.5,0.46,0.47,2021-03-09,06:30,N,nominal,1.0NRT,304.7,6.5,D
14.03157,106.25515,339.2,0.44,0.46,2021-03-09,06:30,N,nominal,1.0NRT,303.6,4,D
13.33029,101.18833,332.7,0.39,0.36,2021-03-09,06:30,N,nominal,1.0NRT,302.1,3.7,D
14.07008,106.52242,340.9,0.46,0.47,2021-03-09,06:30,N,nominal,1.0NRT,299.3,6.5,D
14.06954,106.51814,343.5,0.46,0.47,2021-03-09,06:30,N,nominal,1.0NRT,301.2,6.5,D
13.92668,105.41557,348.6,0.39,0.44,2021-03-09,06:30,N,nominal,1.0NRT,301.2,8.7,D
13.91531,105.32944,346.4,0.38,0.44,2021-03-09,06:30,N,nominal,1.0NRT,302.2,2.3,D
13.87506,105.02625,349.4,0.55,0.43,2021-03-09,06:30,N,nominal,1.0NRT,306.3,20.8,D
13.87028,104.99044,338.9,0.55,0.43,2021-03-09,06:30,N,nominal,1.0NRT,305.5,7.5,D
13.56395,102.77002,338.5,0.43,0.38,2021-03-09,06:30,N,nominal,1.0NRT,300.2,6.6,D
14.03853,106.24171,335.6,0.44,0.46,2021-03-09,06:30,N,nominal,1.0NRT,301.7,3.4,D
13.84651,104.78345,337.4,0.53,0.42,2021-03-09,06:30,N,low,1.0NRT,307.4,6.6,D
13.76863,104.20964,335.2,0.5,0.41,2021-03-09,06:30,N,nominal,1.0NRT,300.7,4.2,D
13.6752,103.53356,346.5,0.46,0.39,2021-03-09,06:30,N,nominal,1.0NRT,302,6.4,D
14.07715,106.50849,341.8,0.46,0.47,2021-03-09,06:30,N,nominal,1.0NRT,305.8,58.9,D
14.03803,106.20419,342.4,0.44,0.46,2021-03-09,06:30,N,nominal,1.0NRT,300,6.1,D
14.04229,106.20364,335,0.44,0.46,2021-03-09,06:30,N,nominal,1.0NRT,298.8,3.1,D
14.04176,106.19958,334.2,0.44,0.46,2021-03-09,06:30,N,nominal,1.0NRT,299.4,3.1,D
13.89012,105.01893,367,0.55,0.43,2021-03-09,06:30,N,high,1.0NRT,306.6,58.9,D
14.0371,106.13035,339,0.43,0.46,2021-03-09,06:30,N,nominal,1.0NRT,303.4,3.8,D
14.03658,106.12634,336.2,0.43,0.46,2021-03-09,06:30,N,nominal,1.0NRT,301.4,3.8,D
13.93804,105.37732,331.1,0.39,0.44,2021-03-09,06:30,N,nominal,1.0NRT,299,1.8,D
13.95024,105.43815,332.5,0.39,0.44,2021-03-09,06:30,N,nominal,1.0NRT,299,3.6,D
14.02217,105.95058,338.3,0.42,0.45,2021-03-09,06:30,N,nominal,1.0NRT,303.4,2.8,D
13.85382,104.69192,339.2,0.53,0.42,2021-03-09,06:30,N,nominal,1.0NRT,307.6,9.8,D
13.85249,104.68211,337.6,0.53,0.42,2021-03-09,06:30,N,nominal,1.0NRT,307.1,8.4,D
13.81042,104.37453,336.5,0.51,0.41,2021-03-09,06:30,N,nominal,1.0NRT,299.8,5.2,D
14.05615,106.17708,333.7,0.43,0.46,2021-03-09,06:30,N,nominal,1.0NRT,302.6,2.7,D
14.10714,106.535,339.8,0.46,0.47,2021-03-09,06:30,N,nominal,1.0NRT,303,4.4,D
14.10658,106.53072,341,0.46,0.47,2021-03-09,06:30,N,nominal,1.0NRT,303,4.4,D
14.0939,106.43307,346.5,0.45,0.47,2021-03-09,06:30,N,nominal,1.0NRT,305.7,4.5,D
14.01109,105.80224,341.7,0.41,0.45,2021-03-09,06:30,N,nominal,1.0NRT,303.3,5.6,D
13.96045,105.4221,336.5,0.39,0.44,2021-03-09,06:30,N,nominal,1.0NRT,302.2,6,D
14.05565,106.10748,335.6,0.43,0.46,2021-03-09,06:30,N,nominal,1.0NRT,302.5,4.1,D
14.05513,106.10346,335.6,0.43,0.46,2021-03-09,06:30,N,nominal,1.0NRT,302.5,3.6,D
13.90565,104.98559,345.8,0.55,0.43,2021-03-09,06:30,N,nominal,1.0NRT,300.8,6.8,D
13.78147,104.08208,337.9,0.49,0.4,2021-03-09,06:30,N,nominal,1.0NRT,301.5,3.6,D
13.73188,103.72709,340.6,0.47,0.4,2021-03-09,06:30,N,nominal,1.0NRT,299.8,7,D
14.0867,106.31083,344.9,0.44,0.46,2021-03-09,06:30,N,nominal,1.0NRT,304.5,10.7,D
14.1152,106.49487,343,0.46,0.47,2021-03-09,06:30,N,nominal,1.0NRT,303.1,4.7,D
14.09974,106.37685,338.1,0.45,0.47,2021-03-09,06:30,N,nominal,1.0NRT,305.7,5.3,D
14.01893,105.76612,331.7,0.41,0.45,2021-03-09,06:30,N,low,1.0NRT,302.5,0.8,D
13.82868,104.36714,336.3,0.51,0.41,2021-03-09,06:30,N,nominal,1.0NRT,299.6,8.1,D
13.7137,103.54538,343.3,0.46,0.39,2021-03-09,06:30,N,nominal,1.0NRT,302.1,4.8,D
14.05043,105.93879,332.8,0.42,0.45,2021-03-09,06:30,N,low,1.0NRT,303.7,3.7,D
13.90195,104.84181,334.1,0.54,0.42,2021-03-09,06:30,N,low,1.0NRT,304.2,3.2,D
13.18078,99.88641,333.7,0.39,0.36,2021-03-09,06:30,N,nominal,1.0NRT,300.7,2.1,D
14.0293,105.74928,333.3,0.41,0.45,2021-03-09,06:30,N,nominal,1.0NRT,302.2,4.3,D
14.02878,105.74547,343.7,0.41,0.45,2021-03-09,06:30,N,nominal,1.0NRT,302.5,4.3,D
13.83794,104.32292,337.4,0.5,0.41,2021-03-09,06:30,N,nominal,1.0NRT,301.9,0.8,D
13.17652,99.79225,348.8,0.39,0.36,2021-03-09,06:30,N,nominal,1.0NRT,305.1,15,D
14.11615,106.49506,339.1,0.46,0.47,2021-03-09,06:30,N,nominal,1.0NRT,302.9,4.2,D
13.83795,104.32433,336.3,0.5,0.41,2021-03-09,06:30,N,nominal,1.0NRT,301.1,2.3,D
14.02715,105.74901,336.4,0.41,0.45,2021-03-09,06:30,N,nominal,1.0NRT,303.9,3.3,D
14.02667,105.74519,340,0.41,0.45,2021-03-09,06:30,N,nominal,1.0NRT,302.6,3.3,D
13.95215,105.10181,335.2,0.56,0.43,2021-03-09,06:30,N,nominal,1.0NRT,298.8,4.1,D
13.94472,105.04482,340,0.56,0.43,2021-03-09,06:30,N,nominal,1.0NRT,300.5,4.5,D
14.13144,106.4758,336.8,0.46,0.47,2021-03-09,06:30,N,nominal,1.0NRT,305.6,5.1,D
13.87139,104.45938,340.7,0.51,0.41,2021-03-09,06:30,N,nominal,1.0NRT,306.1,11.2,D
14.13843,106.49643,342.8,0.46,0.47,2021-03-09,06:30,N,nominal,1.0NRT,302.7,4.8,D
13.95396,105.05402,339.3,0.56,0.43,2021-03-09,06:30,N,nominal,1.0NRT,302.8,9.8,D
13.77073,103.68686,340.3,0.47,0.4,2021-03-09,06:30,N,nominal,1.0NRT,304.5,5,D
13.85683,104.29309,336.9,0.5,0.41,2021-03-09,06:30,N,nominal,1.0NRT,302.7,6.4,D
14.14029,106.40582,336.1,0.45,0.47,2021-03-09,06:30,N,nominal,1.0NRT,303.9,4.1,D
13.78344,103.6983,337.5,0.47,0.4,2021-03-09,06:30,N,nominal,1.0NRT,304.2,7.4,D
14.15477,106.48569,342.8,0.46,0.47,2021-03-09,06:30,N,nominal,1.0NRT,303.7,8.8,D
14.05727,105.72171,335.7,0.41,0.45,2021-03-09,06:30,N,nominal,1.0NRT,303,3.1,D
13.18483,99.58883,332.2,0.39,0.36,2021-03-09,06:30,N,nominal,1.0NRT,299.2,3,D
14.16127,106.50217,348.1,0.46,0.47,2021-03-09,06:30,N,nominal,1.0NRT,306.5,30.2,D
14.15912,106.48515,341.4,0.46,0.47,2021-03-09,06:30,N,nominal,1.0NRT,300.1,6.3,D
14.31871,107.73663,336.5,0.55,0.51,2021-03-09,06:30,N,nominal,1.0NRT,307.4,5.3,D
13.97887,105.02968,333.8,0.55,0.43,2021-03-09,06:30,N,nominal,1.0NRT,299.9,7.3,D
13.97819,105.02456,342.2,0.55,0.43,2021-03-09,06:30,N,nominal,1.0NRT,303.7,7.3,D
13.97142,104.97362,350,0.55,0.43,2021-03-09,06:30,N,nominal,1.0NRT,304.1,26.2,D
14.17325,106.45734,341.8,0.45,0.47,2021-03-09,06:30,N,nominal,1.0NRT,301.3,5.5,D
